time	cpu	read_count	write_count	read_bytes	write_bytes	read_time	write_time
0	9	0	0	0	0	0	0
1	7	0	0	0	0	0	0
2	10	0	0	0	0	0	0
3	8	0	0	0	0	0	0
4	9	0	55	0	1085440	0	593
5	9	0	384	0	9904128	0	34865
6	17	9	0	73728	0	44	0
7	21	265	103	1593344	503808	6289	532
8	9	237	83	1343488	659456	4393	301
9	13	115	109	634880	1388544	918	787
10	12	0	199	0	5898240	0	8514
11	8	0	0	0	0	0	0
12	11	216	19	1073152	77824	1284	14
13	8	268	25	1298432	102400	2420	27
14	9	194	162	1040384	3801088	504	3167
15	9	118	170	495616	1966080	353	939
16	14	0	0	0	0	0	0
17	14	0	0	0	0	0	0
18	59	41	3	188416	12288	260	8
19	13	91	21	413696	86016	1300	235
20	97	63	164	430080	2064384	1167	1531
21	100	156	1	712704	4096	1005	1
22	100	1	0	4096	0	1	0
23	100	6	1	32768	4096	26	1
24	100	5	1	28672	4096	39	1
25	100	49	82	217088	815104	144	519
26	100	33	4	155648	16384	180	12
27	100	56	2	237568	8192	314	2
28	100	22	8	106496	32768	118	11
29	100	16	5	81920	20480	93	7
30	100	50	103	212992	1630208	123	942
31	100	15	4	61440	16384	126	3
32	100	94	10	442368	40960	498	13
33	100	10	4	49152	16384	68	8
34	100	6	0	24576	0	23	0
35	100	53	229	241664	6025216	491	7987
36	100	22	12	106496	49152	87	14
37	100	34	5	159744	20480	158	10
38	100	0	0	0	0	0	0
39	100	3	0	12288	0	13	0
40	100	59	639	266240	10076160	356	40591
41	100	23	8	102400	32768	107	13
42	100	72	14	344064	57344	598	13
43	100	39	7	184320	28672	138	5
44	100	7	0	28672	0	60	0
45	100	21	199	102400	4644864	106	5624
46	100	0	0	0	0	0	0
47	100	24	12	122880	49152	120	19
48	100	29	12	135168	49152	281	37
49	100	50	4	221184	16384	263	4
50	100	15	213	69632	7180288	123	14749
51	99	11	8	61440	32768	40	10
52	100	47	69	208896	1347584	212	759
53	100	58	7	262144	36864	1349	14
54	100	38	0	155648	0	126	0
55	100	57	254	241664	6782976	523	9811
56	100	81	16	360448	81920	572	32
57	100	165	69	737280	1150976	499	494
58	100	18	4	81920	16384	121	7
59	100	8	4	40960	16384	24	7
60	100	20	261	98304	9973760	375	22595
61	100	93	475	532480	20373504	1677	74061
