time	cpu	read_count	write_count	read_bytes	write_bytes	read_time	write_time
0	10	0	0	0	0	0	0
1	11	1070	4	4722688	90112	12028	24
2	12	424	1	3014656	4096	3136	0
3	11	812	45	3997696	331776	5732	4
4	12	418	25	17641472	241664	5408	4
5	11	497	0	16125952	0	4648	0
6	11	525	3	6696960	303104	5924	0
7	12	419	1	3223552	0	2780	24
8	11	167	2	1957888	45056	2724	0
9	11	88	0	1740800	0	628	0
10	10	114	7	2043904	28672	424	0
11	11	233	4	1150976	139264	1388	16
12	12	50	0	532480	0	560	0
13	12	4	0	20480	0	4	0
14	11	48	0	368640	0	380	0
15	12	364	0	2564096	0	3516	0
16	12	190	2	1138688	102400	1472	12
17	11	133	0	1855488	0	1892	0
18	12	187	3	1937408	28672	2096	0
19	11	668	0	2764800	0	5408	0
20	12	576	0	2379776	0	6244	0
21	11	402	4	1658880	1384448	3640	20
22	11	661	0	2723840	0	6612	0
23	12	352	1	1454080	28672	1916	0
24	11	444	0	1822720	0	5312	0
25	11	427	0	1839104	0	1764	0
26	11	354	7	1466368	2711552	3880	88
27	11	218	0	909312	0	884	0
28	12	185	0	774144	0	1148	0
29	11	314	0	1310720	0	2388	0
30	12	406	0	2179072	0	2772	0
31	11	31	6	180224	2117632	68	28
32	10	20	1	421888	12288	108	0
33	9	138	40	847872	5738496	1248	80
34	10	4	1	339968	4096	24	0
35	10	1	0	8192	0	16	0
36	0	252	4	1646592	413696	2480	44
37	11	3	0	159744	0	24	0
38	10	196	176	11829248	7069696	1468	1376
39	12	67	20	1921024	102400	904	0
40	11	6	19	40960	77824	24	4
41	13	200	12	5423104	221184	1552	92
42	10	0	28	0	118784	0	0
43	11	42	0	647168	0	220	0
44	14	697	0	4173824	0	4868	0
45	17	105	0	7626752	0	740	0
46	22	98	0	1286144	0	1736	0
47	21	11	4	233472	1048576	64	28
48	21	37	2	417792	8192	208	0
49	12	53	0	303104	0	604	0
50	12	0	0	0	0	0	0
51	13	12	0	311296	0	104	0
52	25	12	4	262144	1089536	128	4
53	12	22	396	409600	1982464	24	36
54	12	48	6	233472	1118208	160	0
55	12	72	0	835584	0	216	0
56	12	8	0	163840	0	24	0
57	12	20	465	270336	2793472	32	40
58	12	12	0	180224	0	12	0
59	12	13	0	262144	0	52	0
60	12	9	0	249856	0	20	0
61	12	18	12	192512	4050944	28	72
62	20	44	234	253952	1769472	80	132
63	20	604	2	3416064	28672	5624	0
64	22	17	18	434176	622592	140	0
65	24	140	8	1728512	811008	1700	8
66	26	104	0	1314816	0	428	0
67	25	15	44	229376	2097152	112	84
68	25	5	0	28672	0	24	0
69	25	0	0	0	0	0	0
70	24	2	0	24576	0	8	0
71	25	4	0	49152	0	20	0
72	26	3	159	61440	3358720	4	652
73	24	6	0	176128	0	64	0
74	25	24	0	401408	0	120	0
75	25	1	0	40960	0	0	0
76	25	2	0	49152	0	8	0
77	25	2	1131	106496	6520832	4	100
78	24	1	30	28672	643072	0	3056
79	24	2	0	61440	0	16	0
80	25	83	0	688128	0	872	0
81	25	1	0	8192	0	0	0
82	25	2	62	200704	3268608	16	4
83	25	3	2	126976	94208	4	8
84	25	0	0	0	0	0	0
85	25	0	0	0	0	0	0
86	25	0	0	0	0	0	0
87	24	1	108	61440	1712128	20	4
88	25	4	2	36864	77824	52	56
89	24	2	0	20480	0	12	0
90	24	2	0	49152	0	12	0
91	25	4	0	212992	0	36	0
92	25	0	149	0	4210688	0	16
93	25	1	2	20480	118784	0	16
94	24	0	0	0	0	0	0
95	25	4	0	303104	0	28	0
96	25	1	0	49152	0	0	0
97	25	1	839	32768	4009984	0	48
98	25	2	217	16384	4005888	68	80
99	25	1	3	8192	905216	16	20
100	25	1	0	12288	0	20	0
101	25	5	0	163840	0	24	0
102	25	0	0	0	0	0	0
103	25	5	104	217088	11030528	20	2512
104	25	1	0	8192	0	0	0
105	25	0	3	0	73728	0	24
106	25	2	0	135168	0	0	0
107	25	2	0	16384	0	12	0
108	25	0	31	0	10956800	0	668
109	25	1	0	12288	0	8	0
110	25	1	0	12288	0	0	0
111	24	10	0	221184	0	104	0
112	25	7	3	61440	86016	12	0
113	25	3	20	49152	6021120	88	0
114	24	3	0	245760	0	28	0
115	25	3	0	53248	0	16	0
116	25	0	0	0	0	0	0
117	25	1	0	69632	0	8	0
118	24	2	19	163840	6963200	52	172
119	25	1	0	24576	0	4	0
120	24	0	0	0	0	0	0
121	24	1	0	32768	0	4	0
122	26	1	0	53248	0	24	0
123	24	1	33	20480	10334208	0	884
124	25	3	0	212992	0	24	0
125	25	6	0	57344	0	16	0
126	24	1	0	28672	0	0	0
127	26	1	0	16384	0	4	0
128	24	3	29	90112	9990144	48	448
129	25	1	0	8192	0	0	0
130	24	0	0	0	0	0	0
131	25	3	0	225280	0	24	0
132	25	13	0	245760	0	84	0
133	24	0	21	0	7962624	0	508
134	24	2	0	73728	0	20	0
135	24	1	0	28672	0	16	0
137	25	3	0	24576	0	4	0
138	30	3	27	73728	5214208	20	84
139	24	41	13	212992	5128192	768	1032
140	23	1	0	4096	0	4	0
141	25	2	0	69632	0	144	0
142	25	0	0	0	0	0	0
143	25	2	12	32768	3575808	4	48
144	25	3	23	16384	8101888	56	860
145	24	3	0	135168	0	20	0
146	25	2	0	57344	0	4	0
147	25	2	0	200704	0	36	0
148	26	4	3	151552	962560	8	0
149	25	3	15	94208	3837952	84	136
150	25	0	0	0	0	0	0
