time	cpu	read_count	write_count	read_bytes	write_bytes	read_time	write_time
0	12	0	0	0	0	0	0
1	12	18	0	77824	0	59	0
2	35	27	132	172032	1909760	398	234
3	21	8	38	32768	557056	59	32
4	12	64	31	770048	212992	209	109
5	12	0	0	0	0	0	0
6	34	3	8	32768	475136	39	4
7	15	0	36	0	471040	0	143
8	10	0	24	0	331776	0	7
9	12	13	174	81920	1913856	216	684
10	12	0	17	0	282624	0	5
11	12	5	21	32768	278528	39	6
12	12	0	16	0	233472	0	5
13	12	0	17	0	249856	0	6
14	10	0	12	0	356352	0	5
15	11	90	250	1351680	3481600	186	53
16	42	27	125	397312	2928640	35	854
17	25	13	54	77824	811008	95	167
18	80	21	219	208896	2515968	204	1387
19	100	0	10	0	155648	0	2
20	100	0	3	0	552960	0	150
21	100	0	0	0	0	0	0
22	100	0	7	0	2322432	0	63
23	100	0	9	0	2924544	0	112
24	100	0	13	0	4239360	0	41
25	100	0	9	0	1335296	0	72
26	100	0	68	0	3863552	0	160
27	100	0	0	0	0	0	0
28	100	0	7	0	3088384	0	45
29	100	0	13	0	5136384	0	188
30	100	0	9	0	2867200	0	200
31	100	0	0	0	0	0	0
32	100	0	7	0	2514944	0	45
33	100	0	15	0	4288512	0	203
34	100	0	3	0	1073152	0	6
35	100	0	0	0	0	0	0
36	100	0	3	0	1826816	0	8
37	100	0	9	0	3936256	0	64
38	100	0	17	0	5423104	0	42
39	100	0	14	0	4075520	0	28
40	100	0	3	0	643072	0	47
41	100	0	7	0	3149824	0	26
42	100	0	0	0	0	0	0
43	100	0	12	0	4882432	0	262
44	100	0	11	0	4521984	0	19
45	100	0	4	0	1073152	0	48
46	100	0	0	0	0	0	0
47	100	0	12	0	4321280	0	102
48	100	0	12	0	3473408	0	17
49	100	0	6	0	1155072	0	77
50	100	0	0	0	0	0	0
51	100	0	20	0	9871360	0	334
52	100	0	5	0	1122304	0	22
53	100	0	11	0	4182016	0	126
54	100	0	10	0	2527232	0	12
55	100	0	6	0	3100672	0	39
56	100	0	60	0	4690944	0	128
57	100	0	10	0	3465216	0	79
58	100	0	0	0	0	0	0
59	100	0	0	0	0	0	0
60	100	0	14	0	5386240	0	75
61	100	0	0	0	0	0	0
62	100	0	4	0	1687552	0	8
63	100	0	3	0	1970176	0	27
64	100	0	9	0	4149248	0	179
65	100	0	17	0	6893568	0	48
66	100	0	3	0	40960	0	91
67	100	0	6	0	3497984	0	133
68	100	0	0	0	0	0	0
69	100	0	5	0	2822144	0	174
70	100	0	9	0	2834432	0	132
71	100	0	4	0	1351680	0	57
72	100	0	0	0	0	0	0
73	100	0	3	0	1798144	0	20
74	100	0	10	0	3563520	0	62
75	100	0	6	0	2977792	0	146
76	100	0	10	0	4259840	0	27
77	100	0	0	0	0	0	0
78	100	0	4	0	1351680	0	7
79	100	0	6	0	3014656	0	13
80	100	0	6	0	3088384	0	35
81	100	0	11	0	5677056	0	52
82	100	0	10	0	5767168	0	135
83	100	0	15	0	6037504	0	56
84	100	0	4	0	1212416	0	97
85	100	0	9	0	2568192	0	23
86	100	0	53	0	3388416	0	78
87	100	0	14	0	3719168	0	17
88	100	0	3	0	73728	0	2
89	100	0	12	0	1191936	0	67
90	100	0	11	0	3039232	0	16
91	56	0	20	0	7774208	0	75
92	25	0	15	0	5214208	0	27
93	22	0	3	0	1060864	0	17
94	10	0	3	0	1699840	0	33
95	5	3	68	24576	48758784	17	2391
96	4	0	162	0	160432128	0	9233
97	5	0	171	0	171556864	0	9431
98	2	0	257	0	158769152	0	1781
99	3	171	90	2854912	43266048	965	411
100	25	257	4	8577024	20480	1262	1
101	12	1	10	16384	241664	24	4
102	3	0	2	0	20480	0	27
103	1	227	5	20164608	1523712	1098	63
104	2	275	0	20664320	0	1410	0
105	49	270	0	19165184	0	1291	0
106	100	77	370	5996544	6037504	547	71
107	100	0	40	0	1814528	0	76
108	100	0	28	0	1064960	0	12
109	100	0	19	0	3268608	0	95
110	100	1	35	4096	4198400	16	24
111	86	0	19	0	1884160	0	17
112	22	0	19	0	3735552	0	20
113	12	0	21	0	9687040	0	67
114	38	1	13	4096	253952	18	11
115	85	7	385	86016	4417536	19	2627
116	49	0	440	0	4040704	0	1930
117	71	4	244	16384	2266112	31	791
118	99	0	254	0	2343936	0	1046
119	100	0	455	0	4286464	0	3224
120	39	0	136	0	757760	0	29
121	12	2	403	8192	4532224	17	1862
122	12	3	69	16384	659456	14	19
123	12	1	63	4096	602112	0	18
124	12	0	71	0	745472	0	18
125	12	0	78	0	1306624	0	20
126	12	0	86	0	1548288	0	24
127	12	0	61	0	1363968	0	17
128	12	0	82	0	1392640	0	23
129	34	0	77	0	1298432	0	20
130	45	0	82	0	872448	0	20
131	57	0	216	0	2352128	0	248
132	52	0	216	0	2225152	0	1368
133	34	3	243	28672	2241536	33	1019
134	88	2	584	8192	5725184	9	3301
135	99	59	443	266240	4171776	578	3751
136	99	61	286	258048	2577408	164	1059
137	100	50	412	217088	4253696	276	2624
138	100	45	255	184320	2413568	171	763
139	100	45	250	204800	2688000	263	1456
140	98	36	236	151552	2491392	70	288
141	100	35	375	151552	4216832	84	1416
142	100	39	395	163840	5228544	205	2852
143	100	38	77	167936	491520	25	148
144	100	11	180	45056	2176000	50	268
145	100	17	38	69632	200704	3	8
146	93	7	177	28672	2065920	2	299
147	100	12	168	49152	2287104	142	2308
148	46	1	17	4096	102400	0	4
149	60	0	194	0	2036736	0	1628
150	78	7	206	28672	2188288	39	554
151	88	40	552	221184	5962752	1858	3936
152	80	21	396	159744	4381184	165	830
153	47	26	437	122880	4466176	111	1804
154	66	8	221	45056	2221056	1	552
155	29	21	258	155648	2438144	24	902
156	69	1	192	4096	1983488	10	842
157	100	0	274	0	2429952	0	973
158	67	0	233	0	2438144	0	536
159	14	0	247	0	2651136	0	964
160	66	0	162	0	1868800	0	487
161	83	2	41	8192	1302528	10	15
162	79	1	89	4096	1544192	0	29
163	65	57	129	954368	4210688	38	50
164	73	51	131	839680	4304896	83	50
165	86	1	64	4096	1339392	3	32
166	98	96	121	1523712	3944448	420	421
167	26	113	102	1839104	1974784	846	510
168	11	169	180	1888256	1925632	972	1000
169	71	62	0	438272	0	87	0
170	86	0	142	0	3224576	0	524
171	80	0	95	0	2146304	0	34
172	96	3	32	12288	937984	47	18
173	63	110	62	876544	1163264	835	426
174	15	287	76	3063808	634880	1692	472
175	31	445	116	4861952	1819648	1613	1285
176	40	321	69	2924544	1118208	963	74
177	22	2	220	12288	3647488	239	513
178	88	0	16	0	1241088	0	11
179	25	3	48	16384	1540096	80	158
180	33	0	38	0	1208320	0	17
181	43	5	48	77824	483328	38	12
182	13	3	7	20480	409600	1	5
183	67	1	12	4096	1744896	18	162
184	88	28	166	114688	2458624	223	715
185	17	5	63	32768	1617920	52	37
186	43	3	11	12288	606208	6	6
187	30	0	29	0	1163264	0	15
188	18	0	4	0	184320	0	2
189	98	0	10	0	2080768	0	215
190	70	0	59	0	778240	0	19
191	41	0	52	0	2068480	0	27
192	33	6	174	90112	3093504	192	668
193	41	7	52	94208	1576960	27	19
194	100	0	65	0	1142784	0	22
195	89	0	174	0	1908736	0	52
196	60	0	134	0	1986560	0	47
197	40	0	219	0	2786304	0	259
198	23	0	35	0	1048576	0	13
199	99	8	16	32768	1028096	42	56
200	100	13	178	106496	2569216	137	317
201	100	1	56	4096	1191936	0	20
202	100	2	75	8192	1228800	5	23
203	100	1	48	4096	729088	9	14
204	100	4	32	16384	958464	1	16
205	100	4	34	16384	1105920	4	33
206	100	24	61	249856	978944	151	123
207	100	4	199	16384	4184064	6	306
208	100	10	49	77824	684032	66	25
209	100	0	40	0	2756608	0	58
210	100	2	39	8192	1540096	2	15
211	100	14	69	118784	1171456	76	16
212	100	0	65	0	1323008	0	19
213	100	0	40	0	1302528	0	15
214	100	0	141	0	2888704	0	214
215	100	1	13	4096	425984	6	5
216	100	2	20	8192	1437696	31	14
217	100	1	32	4096	1351680	0	21
218	100	0	7	0	344064	0	25
219	100	2	33	8192	3313664	10	110
220	100	0	11	0	344064	0	127
221	100	0	23	0	2019328	0	15
222	100	0	18	0	372736	0	7
223	100	0	8	0	466944	0	126
224	100	14	56	135168	1724416	52	17
225	100	5	4	69632	180224	6	27
226	100	0	144	0	4346880	0	260
227	100	0	26	0	2387968	0	17
228	100	1	14	4096	581632	7	11
229	100	1	17	4096	1064960	0	10
230	100	1	0	4096	0	17	0
231	100	0	12	0	1241088	0	46
232	100	0	7	0	655360	0	38
233	100	0	18	0	2379776	0	29
234	100	0	18	0	618496	0	7
235	100	0	9	0	372736	0	57
236	100	1	20	4096	2269184	14	104
237	97	1	146	4096	3900416	3	193
238	26	0	48	0	3575808	0	28
239	12	1	23	4096	2904064	10	25
240	23	0	0	0	0	0	0
241	83	27	17	327680	1433600	115	169
242	31	17	133	200704	1490944	41	38
243	12	0	36	0	565248	0	16
244	12	0	9	0	299008	0	136
245	12	7	16	77824	217088	27	5
246	24	0	11	0	180224	0	4
247	100	12	31	135168	450560	86	11
248	100	10	166	98304	2270208	126	328
249	100	0	37	0	1052672	0	15
250	100	0	35	0	1486848	0	20
251	100	1	37	4096	1875968	3	27
252	100	1	19	4096	774144	0	30
253	100	1	42	4096	1994752	31	78
254	100	2	30	8192	962560	16	15
255	100	2	32	16384	1896448	19	16
256	100	0	17	0	708608	0	7
257	91	6	14	49152	311296	99	186
258	64	4	31	24576	1662976	76	26
259	100	1	139	4096	2831360	23	201
260	97	0	21	0	540672	0	16
261	35	2	15	8192	712704	3	32
262	90	0	23	0	1662976	0	13
263	100	0	6	0	749568	0	5
264	98	0	0	0	0	0	0
265	100	14	4	81920	335872	138	134
266	100	4	11	20480	1806336	47	43
267	100	1	63	4096	967680	22	372
268	100	1	8	4096	2150400	6	10
269	100	5	16	49152	4939776	6	30
270	100	0	8	0	3215360	0	17
271	100	0	8	0	1126400	0	47
272	100	0	0	0	0	0	0
273	100	0	4	0	696320	0	102
274	100	0	3	0	487424	0	3
275	100	1	16	4096	2813952	9	39
276	100	1	12	4096	2916352	8	37
277	100	0	4	0	1470464	0	7
278	100	0	0	0	0	0	0
279	100	4	20	16384	2945024	29	55
280	100	58	16	303104	3895296	209	18
281	100	0	4	0	827392	0	44
282	100	0	0	0	0	0	0
283	100	0	16	0	2994176	0	157
284	100	0	14	0	2457600	0	27
285	100	0	0	0	0	0	0
286	100	0	6	0	2617344	0	105
287	100	0	23	0	3932160	0	51
288	100	0	12	0	2961408	0	14
290	100	0	4	0	692224	0	6
291	100	0	10	0	2035712	0	11
292	100	0	4	0	1241088	0	6
293	100	0	0	0	0	0	0
294	100	0	4	0	1146880	0	13
295	100	0	15	0	4177920	0	234
296	100	0	20	0	5996544	0	45
297	100	0	4	0	675840	0	95
298	100	0	1	0	512	0	32
299	100	0	79	0	1679872	0	149
300	100	0	4	0	696320	0	4
301	100	0	12	0	2727936	0	185
302	100	0	12	0	2277376	0	12
303	100	0	4	0	749568	0	199
304	100	0	4	0	1482752	0	7
305	100	0	15	0	2498560	0	39
306	100	0	16	0	3547136	0	18
307	100	0	4	0	872448	0	4
308	100	1	8	4096	1544192	42	44
309	100	0	15	0	2674688	0	15
310	100	0	12	0	2068480	0	27
311	100	0	0	0	0	0	0
312	100	0	6	0	2707456	0	77
313	100	0	14	0	1662976	0	47
314	100	0	16	0	4755456	0	101
315	100	0	11	0	942080	0	6
316	100	0	7	0	1056768	0	16
317	100	0	13	0	1556480	0	25
318	100	0	11	0	1355776	0	9
319	100	0	7	0	323584	0	38
320	100	0	12	0	2691072	0	114
321	100	0	22	0	622592	0	8
322	100	0	7	0	139264	0	37
323	100	0	16	0	487424	0	7
324	100	0	19	0	1265664	0	93
325	100	0	9	0	110592	0	3
326	100	0	20	0	1323008	0	128
327	97	0	12	0	274432	0	5
328	45	0	18	0	348160	0	43
329	34	0	82	0	3720192	0	103
330	22	2	3	8192	376832	62	90
331	25	0	10	0	1089536	0	67
